sentence#,word,pos,ner
,श्रुति,NN,B-PER
,भगवती,NN,B-PER
,त्यस,DUM,O
,देवता,NN,O
,को,PKO,O
,बोध,NN,O
,गर्दछिन्,VBF,O
,।,YF,O
sentence: 136,जो,DUM,O
,छ,VBF,O
,र,CC,O
,छैन,VBF,O
,पनि,RP,O
,",",YM,O
,तैपनि,CS,O
,छ,VBF,O
,र,CC,O
,छैन,VBF,O
,दुबै,CD,O
,लाई,PLAI,O
,सिद्ध,JJ,O
,गर्ने,VNE,O
,हो,VBF,O
,।,YF,O
sentence: 137,विद्वान्,NN,O
,हरू,HRU,O
,को,PKO,O
,भनाइ,NN,O
,छ,VBF,O
,त्यस,DUM,O
,लाई,PLAI,O
,जान्न,VBI,O
,गाह्रो,JJM,O
,छ,VBF,O
,",",YM,O
,यस्तो,DM,O
,हुँदो,VBO,O
,हो,VBF,O
,त,RP,O
,ठीकै,JJ,O
,थियो,VBF,O
,।,YF,O
sentence: 138,उस,DUM,O
,लाई,PLAI,O
,कठिनाइ,NN,O
,साथ,NN,O
,जानिन्छ,VBF,O
,",",YM,O
,परन्तु,CC,O
,कठिनाइ,NN,O
,त,RP,O
,यो,DUM,O
,हो,VBF,O
,उस,DUM,O
,लाई,PLAI,O
,जान्न,VBI,O
,सजिलो,JJM,O
,छैन,VBF,O
,न,CC,O
,सजिलो,JJM,O
,छैन,VBF,O
,नै,RP,O
,मानौं,VBF,O
,",",YM,O
,परन्तु,CC,O
,उस,DUM,O
,लाई,PLAI,O
,जान्न,VBI,O
,त,RP,O
,कठिन,JJ,O
,पनि,RP,O
,छैन,VBF,O
,।,YF,O
sentence: 139,जुन,DUM,O
,देवब्रह्म,NN,O
,पनि,RP,O
,होइन,VBF,O
,",",YM,O
,उपादेय,NN,O
,पनि,RP,O
,होइन,VBF,O
,उस,DUM,O
,लाई,PLAI,O
,कोही,DUM,O
,कसरी,RBO,O
,जानून्,NN,O
,?,YF,O
,जान्नु,VBI,O
,त,RP,O
,अरू,DUM,O
,लाई,PLAI,O
,पर्छ,VBF,O
,।,YF,O
sentence: 140,आफू,PPR,O
,ले,PLE,O
,आफू,PPR,O
,लाई,PLAI,O
,जानु,VBI,O
,न,RP,O
,जान्नु,VBI,O
,दुवै,CD,O
,हुँदैन,VBF,O
,।,YF,O
sentence: 141,जो,DUM,O
,आफ्नो,PPR,O
,आफू,PPR,O
,हो,VBF,O
,",",YM,O
,उनै,DUM,O
,देव,NN,O
,पूजनीय,JJ,O
,हुन्,VBF,O
,।,YF,O
sentence: 142,जुन,DUM,O
,देव,NN,O
,को,PKO,O
,साक्षात्कार,NN,O
,गरेर,VBO,O
,दधीचि,NNP,O
,ऋषि,NN,O
,ले,PLE,O
,देवता,NN,O
,हरू,HRU,O
,को,PKO,O
,हित,NN,O
,गर्न,VBI,O
,को,PKO,O
,लागि,POP,O
,आफ्नो,PPR,O
,हाड,NN,O
,हरू,HRU,O
,दिन,NN,O
,अलिकता,JJ,O
,पनि,RP,O
,सङ्कोच,NN,O
,गरे,VBF,O
,का,PKO,O
,थिएनन्,VBF,O
,;,YM,O
,किन्तु,CC,O
,क्षणभर,RBM,O
,मा,POP,O
,त्यस,DUM,O
,देव,NN,O
,को,PKO,O
,ध्यान,NN,O
,गरेर,VBO,O
,यस,DUM,O
,सङ्घात,NN,O
,को,PKO,O
,त्याग,NN,O
,गरेर,VBO,O
,उनै,DUM,O
,देव,NN,O
,मा,POP,O
,लय,NN,O
,भए,VBF,O
,का,PKO,O
,थिए,VBF,O
,",",YM,O
,जस,DUM,O
,का,PKO,O
,हाड,NN,O
,हरू,HRU,O
,को,PKO,O
,वज्रास्त्र,NN,O
,बनाइए,VBF,O
,को,PKO,O
,थियो,VBF,O
,",",YM,O
,जस,DUM,O
,को,PKO,O
,प्रताप,NNP,O
,ले,PLE,O
,इन्द्र,NNP,B-PER
,ले,PLE,O
,वृत्रासुर,NN,B-PER
,लाई,PLAI,O
,मारेर,VBO,O
,देवता,NN,O
,हरू,HRU,O
,लाई,PLAI,O
,निर्भय,JJ,O
,पारे,VBF,O
,का,PKO,O
,थिए,VBF,O
,।,YF,O
sentence: 143,जुन,DUM,O
,देव,NN,O
,को,PKO,O
,विज्ञान,NN,O
,ले,PLE,O
,पिप्पलाद,NN,B-PER
,मुनि,NN,I-PER
,ले,PLE,O
,सुकेशादि,NN,O
,छ,VBF,O
,ऋषि,NN,O
,हरू,HRU,O
,लाई,PLAI,O
,प्राण,NN,B-PER
,",",YM,O
,श्रद्धा,NN,B-PER
,",",YM,O
,आकाश,NN,B-PER
,",",YM,O
,वायु,NN,B-PER
,",",YM,O
,तेज,NN,B-PER
,",",YM,O
,जल,NN,B-PER
,",",YM,O
,पृथ्वी,NN,B-PER
,",",YM,O
,इन्द्रिय,NN,B-PER
,",",YM,O
,मन,NN,B-PER
,",",YM,O
,अन्न,NN,B-PER
,",",YM,O
,वीर्य,NN,B-PER
,",",YM,O
,तप,NN,B-PER
,",",YM,O
,मन्त्र,NN,B-PER
,",",YM,O
,कर्म,NN,B-PER
,",",YM,O
,लोक,NN,B-PER
,र,CC,O
,लोक,NN,B-PER
,हरू,HRU,O
,मा,POP,O
,नाम,NN,O
,यी,DUM,O
,सोह्र,CD,O
,कलावाला,NN,O
,पुरुष,NN,O
,को,PKO,O
,उपदेश,NN,O
,गरे,VBF,O
,का,PKO,O
,थिए,VBF,O
,",",YM,O
,जस,DUM,O
,लाई,PLAI,O
,जानेर,VBO,O
,आजकल,RBM,O
,पनि,RP,O
,मनुष्य,NN,O
,जसरी,RBO,O
,गङ्गा,NNP,B-LOC
,आदि,RBM,O
,नदी,NN,I-LOC
,हरू,HRU,O
,समुन्द्र,NN,O
,मा,POP,O
,मिलेर,VBO,O
,समुद्र,NN,O
,नै,RP,O
,हुन्छन्,VBF,O
,",",YM,O
,त्यसरी,RBO,O
,नै,RP,O
,प्रकृति,NN,O
,पुरुष,NN,O
,बाट,POP,O
,परपुरुष,NN,O
,मा,POP,O
,लीन,JJ,O
,भएर,VBO,O
,परपुरुष,NN,O
,नै,RP,O
,हुन्छन्,VBF,O
,।,YF,O
sentence: 144,जुन,DUM,O
,देव,NN,O
,को,PKO,O
,ज्ञान,NN,B-PER
,नचिकेता,NN,I-PER
,नाम,NN,O
,गरे,VBF,O
,का,PKO,O
,पाँच,CD,B-MISC
,वर्ष,NN,I-MISC
,का,PKO,O
,बालक,NN,O
,ले,PLE,O
,यमराजकहां,NN,B-PER
,गएर,VBO,O
,समस्त,JJ,O
,ब्रह्माण्ड,NN,O
,लाई,PLAI,O
,लात,NN,O
,मारेर,VBO,O
,हिरण्यगर्भ,NN,B-PER
,को,PKO,O
,सर्वोत्तम,JJ,O
,पद,NN,O
,को,PKO,O
,पनि,RP,O
,इच्छा,NN,O
,नगरेरै,VBO,O
,पाए,VBF,O
,का,PKO,O
,थिए,VBF,O
,।,YF,O
sentence: 145,जुन,DUM,O
,देव,NN,O
,लाई,PLAI,O
,जानेर,VBO,O
,याज्ञवल्क्य,NNP,B-PER
,ले,PLE,O
,जनक,NNP,B-PER
,राजा,NN,O
,को,PKO,O
,सभा,NN,O
,मा,POP,O
,सुवर्णजटित,JJ,O
,गाई,NN,O
,हरू,HRU,O
,अनेक,JJ,O
,विद्वान्,NN,O
,हरू,HRU,O
,लाई,PLAI,O
,शास्त्रार्थ,NN,O
,मा,POP,O
,परास्त,JJ,O
,गरेर,VBO,O
,हरे,NN,O
,का,PKO,O
,थिए,VBF,O
,",",YM,O
,उनै,DUM,O
,देव,NN,O
,पूजनीय,JJ,O
,हुन्,VBF,O
,।,YF,O
sentence: 146,जुन,DUM,O
,देवसमान,NN,O
,कुनै,DUM,O
,अर्को,DM,O
,देवी,NN,O
,धनी,JJ,O
,र,CC,O
,निस्पृह,NN,O
,छैनन्,VBF,O
,",",YM,O
,जुन,DUM,O
,देव,NN,O
,हामी,PP,O
,उहाँ,PP,O
,लाई,PLAI,O
,मानौं,VBF,O
,या,CC,O
,नमानौं,VBF,O
,",",YM,O
,यस,DUM,O
,को,PKO,O
,स्पृहा,NN,O
,गर्दैनन्,VBF,O
,",",YM,O
,किन्तु,CC,O
,जो,DUM,O
,हामी,PP,O
,हरू,HRU,O
,ले,PLE,O
,नमान्ना,VBI,O
,ले,PLE,O
,नै,RP,O
,सिद्ध,JJ,O
,हुन्छ,VBF,O
,।,YF,O
sentence: 147,कोही,DUM,O
,त,RP,O
,छ,VBF,O
,नै,RP,O
,जस,DUM,O
,लाई,PLAI,O
,मान्नु,VBI,O
,नमान्नु,VBI,O
,लाई,PLAI,O
,लिएर,VBO,O
,हामी,PP,O
,विवाद,NN,O
,गर्दछौं,VBF,O
,।,YF,O
sentence: 148,यदि,CS,O
,कोही,DUM,O
,नहुँदो,VBO,O
,हो,VBF,O
,त,RP,O
,कस,DUM,O
,को,PKO,O
,हुनु,VBI,O
,र,CC,O
,नहुनु,VBI,O
,लाई,PLAI,O
,लिएर,VBO,O
,हामी,PP,O
,विवाद,NN,O
,गरौं,VBF,O
,?,YF,O
,कोही,DUM,O
,छ,VBF,O
,",",YM,O
,उस,DUM,O
,लाई,PLAI,O
,ग्रहण,NN,O
,गरेर,VBO,O
,विवाद,NN,O
,गरिन्छ,VBF,O
,।,YF,O
sentence: 149,जुन,DUM,O
,देव,NN,O
,सबै,JJ,O
,धर्मवाला,NN,O
,लाई,PLAI,O
,मान्य,JJ,O
,छन्,VBF,O
,",",YM,O
,जस,DUM,O
,को,PKO,O
,कुनै,DUM,O
,धर्म,NN,O
,छैन,VBF,O
,",",YM,O
,तैपनि,CS,O
,जस,DUM,O
,का,PKO,O
,सबै,JJ,O
,धर्म,NN,O
,छन्,VBF,O
,",",YM,O
,जस,DUM,O
,लाई,PLAI,O
,नजान्ना,VBI,O
,ले,PLE,O
,सबै,JJ,O
,धर्म,NN,O
,मा,POP,O
,भेद,NN,O
,देखिन्छ,VBF,O
,",",YM,O
,जस,DUM,O
,लाई,PLAI,O
,जांन्ना,VBI,O
,ले,PLE,O
,धर्म,NN,O
,हरू,HRU,O
,को,PKO,O
,",",YM,O
,देश,NN,O
,को,PKO,O
,",",YM,O
,काल,NN,O
,को,PKO,O
,",",YM,O
,मेरो,PP$,O
,",",YM,O
,तेरो,PP$,O
,इत्यादि,RBM,O
,को,PKO,O
,सबै,JJ,O
,भेद,NN,O
,मेटिन्छ,VBF,O
,।,YF,O
sentence: 150,न,CC,O
,आफ्नो,PPR,O
,धर्म,NN,O
,मा,POP,O
,राग,NN,O
,रहन्छ,VBF,O
,",",YM,O
,न,CC,O
,अर्का,DM,O
,को,PKO,O
,धर्म,NN,O
,मा,POP,O
,द्वेष,NN,O
,हुन्छ,VBF,O
,",",YM,O
,किन्तु,CC,O
,सर्वत्र,RBM,O
,सधैं,RBM,O
,सबै,JJ,O
,धर्म,NN,O
,हरू,HRU,O
,को,PKO,O
,अधिष्ठाता,NN,O
,देश,NN,O
,हरू,HRU,O
,का,PKO,O
,महाराज,NN,O
,एकै,CD,O
,सनातन,JJ,O
,देव,NN,O
,सव,JJ,O
,मा,POP,O
,दृष्टि-गोचर,NN,O
,हुन्छन्,VBF,O
,",",YM,O
,हृदय,NN,O
,शान्त,JJ,O
,रहन्छ,VBF,O
,",",YM,O
,आधि-व्याधि,NN,O
,हट्दछन्,VBF,O
,",",YM,O
,तीनोटै,NN,O
,पीर,NN,O
,हट्दछन्,VBF,O
,",",YM,O
,सुख,NN,O
,नै,RP,O
,सुख,NN,O
,संसार,NN,O
,मा,POP,O
,परिपूर्ण,JJ,O
,उपलब्ध,JJ,O
,हुन्छ,VBF,O
,",",YM,O
,सबै,JJ,O
,लाई,PLAI,O
,सबै,JJ,O
,प्यारा,JJM,O
,हुन्छन्,VBF,O
,",",YM,O
,दोषी,JJ,O
,कोही,DUM,O
,हुँदैन,VBF,O
,",",YM,O
,सब,JJ,O
,को,PKO,O
,सबै,JJ,O
,ईश्वररूप,NN,O
,नै,RP,O
,देखिन्छन्,VBF,O
,",",YM,O
,उनै,DUM,O
,देव,NN,O
,पूजनीय,JJ,O
,छन्,VBF,O
,र,CC,O
,माननीय,JJ,O
,छन्,VBF,O
,।,YF,O
sentence: 151,सृष्टिभन्दा,RBM,O
,पहिले,RBM,O
,एक,CD,O
,नै,RP,O
,सत्य,NN,O
,",",YM,O
,ज्ञान,NN,O
,र,CC,O
,आनन्दस्वरूप,NN,O
,देव,NN,O
,थिए,VBF,O
,",",YM,O
,अर्को,DM,O
,कोही,DUM,O
,थिएन,VBF,O
,।,YF,O
sentence: 152,एक,CD,B-MISC
,नै,RP,O
,निष्काम,NN,O
,",",YM,O
,आप्तकाम,NN,O
,अनन्तकाम,NN,O
,र,CC,O
,पूर्ण,JJ,O
,काम,NN,O
,थियो,VBF,O
,",",YM,O
,यस्तो,DM,O
,देव,NN,O
,लाई,PLAI,O
,पनि,RP,O
,नजाने,VNE,O
,कुन,DUM,O
,कारण,NN,O
,ले,PLE,O
,इच्छा,NN,O
,भयो,VBF,O
,-,YM,O
,म,PP,O
,एक्लै,JJ,O
,छु,VBF,O
,",",YM,O
,एक,CD,B-MISC
,बाट,POP,O
,धेरै,CD,O
,होऊं,NN,O
,धेरै,CD,O
,भएर,VBO,O
,जगत्,NN,O
,को,PKO,O
,लीला,NN,O
,हेरूं,NN,O
,",",YM,O
,उन,DUM,O
,ले,PLE,O
,तीन,CD,B-MISC
,गुण,NN,O
,बनाए,VBF,O
,",",YM,O
,पाँच,CD,B-MISC
,भूत,NN,O
,बनाए,VBF,O
,",",YM,O
,ती,DUM,O
,नै,RP,O
,तीन-पाँच,NN,B-MISC
,मिलाएर,VBO,O
,चौध,CD,B-MISC
,भुवन,NN,O
,बनाए,VBF,O
,",",YM,O
,तैपनि,CS,O
,एक,CD,B-MISC
,को,PKO,O
,एकै,CD,B-MISC
,नै,RP,O
,रहे,VBF,O
,",",YM,O
,दोस्रो,OD,B-MISC
,भएनन्,VBF,O
,",",YM,O
,अनि,CC,O
,दोस्रो,OD,B-MISC
,बन्न,VBI,O
,को,PKO,O
,लागि,POP,O
,उन,DUM,O
,ले,PLE,O
,जसरी,RBO,O
,सूर्य,NN,O
,प्रतिबिम्ब,NN,O
,रूप,NN,O
,ले,PLE,O
,चमकदार,JJ,O
,पदार्थ,NN,O
,हरू,HRU,O
,मा,POP,O
,प्रवेष,NN,O
,गर्छ,VBF,O
,",",YM,O
,जसरी,RBO,O
,नै,RP,O
,प्रवेश,NN,O
,गरे,VBF,O
,",",YM,O
,प्रवेश,NN,O
,गर्ना,VBI,O
,साथ,POP,O
,चौध,CD,B-MISC
,भुवन,NN,O
,र,CC,O
,त्यस,DUM,O
,मा,POP,O
,बस्ने,VNE,O
,जीव,NN,O
,चेतन,NN,O
,भए,VBF,O
,।,YF,O
sentence: 153,यस,DUM,O
,प्रकार,NN,O
,एकै,CD,B-MISC
,देश,NN,O
,अनेक,JJ,O
,भएर,VBO,O
,विश्ववाटि,NN,O
,का,PKO,O
,मा,POP,O
,नै,RP,O
,घुम्न,VBI,O
,लागे,VBF,O
,।,YF,O
sentence: 154,अहिले,RBO,O
,पनि,RP,O
,घुमिरहेछन्,VBF,O
,",",YM,O
,जो,DUM,O
,भाग्यवान,JJ,O
,छ,VBF,O
,",",YM,O
,त्यो,DUM,O
,सन्त-महात्,NN,O
,मा,POP,O
,हरू,HRU,O
,को,PKO,O
,सेवा,NN,O
,बाट,POP,O
,यो,DUM,O
,जान्दछ,VBF,O
,-,YM,O
,एकै,CD,B-MISC
,देव,NN,O
,आफ्नो,PPR,O
,माया-शक्ति,NN,O
,ले,PLE,O
,सबै,JJ,O
,मा,POP,O
,प्रवेश,NN,O
,गरेर,VBO,O
,लीला,NN,O
,गरिरहेछन्,VBF,O
,।,YF,O
sentence: 155,उनी,DUM,O
,सब,JJ,O
,मा,POP,O
,उस्तै,DUM,O
,सम,JJ,O
,परमात्मा,NN,O
,को,PKO,O
,दर्शन,NN,O
,गर्दछन्,VBF,O
,",",YM,O
,यस्ता,DM,O
,",",YM,O
,समदर्शी,JJ,O
,न,CC,O
,कसै,DUM,O
,सँग,POP,O
,राग,NN,O
,गर्दछन्,VBF,O
,",",YM,O
,न,CC,O
,द्वेष,NN,O
,गर्दछन्,VBF,O
,",",YM,O
,न,CC,O
,कसै,DUM,O
,लाई,PLAI,O
,आफ्नो,PPR,O
,भन्दछन्,VBF,O
,",",YM,O
,न,CC,O
,कसै,DUM,O
,लाई,PLAI,O
,पराई,NN,O
,ठान्दछन्,VBF,O
,",",YM,O
,आनन्द,NN,O
,ले,PLE,O
,जगत्,NN,O
,को,PKO,O
,सैर,NN,O
,गर्छन्,VBF,O
,।,YF,O
sentence: 156,जो,DUM,O
,मूढ,JJ,O
,सन्त-महात्,NN,O
,मा,POP,O
,हरू,HRU,O
,को,PKO,O
,सङ्गत,NN,O
,गर्दैन,VBF,O
,",",YM,O
,सत्,NN,O
,शास्त्र,NN,O
,हरू,HRU,O
,को,PKO,O
,अवलोकन,NN,O
,गर्दैन,VBF,O
,",",YM,O
,ऊ,DUM,O
,राग,NN,O
,द्वेष,NN,O
,गरेर,VBO,O
,आफैं,PPR,O
,दुःखी,JJ,O
,हुन्छ,VBF,O
,",",YM,O
,आफ्ना,PPR,O
,अनुयायी,NN,O
,हरू,HRU,O
,लाई,PLAI,O
,दुःख-सागर,NN,O
,मा,POP,O
,डुबाउँदछ,VBF,O
,।,YF,O
sentence: 157,जुन,DUM,O
,देव,NN,O
,को,PKO,O
,ज्ञान,NN,O
,सुख,NN,O
,को,PKO,O
,लागि,POP,O
,र,CC,O
,अज्ञान,NN,O
,दुःख,NN,O
,को,PKO,O
,कारण,NN,O
,हो,VBF,O
,",",YM,O
,उनै,DUM,O
,देव,NN,O
,पूजनीय,JJ,O
,छन्,VBF,O
,।,YF,O
sentence: 158,भविष्यवाणी,NN,O
,हरू,HRU,O
,-,YM,O
,1,CD,O
,),YB,O
,नियामत,NNP,B-PER
,उल्ला,NNP,I-PER
,वल्ली,NNP,I-PER
,साहेव,NN,I-PER
,–,YM,O
,पटना,NNP,B-LOC
,को,PKO,O
,खूदावक्स,NNP,B-LOC
,ओरियन्टल,NNP,I-LOC
,लाईब्रेरी,NN,I-LOC
,मा,POP,O
,फारसी,JJ,O
,कसीदा,JJ,O
,को,PKO,O
,एउ,CD,O
,टा,CL,O
,पुरानो,JJM,O
,पुस्तक,NN,O
,छ,VBF,O
,जो,DUM,O
,बुखारा,NNP,B-LOC
,को,PKO,O
,सुप्रसिद्ध,JJ,O
,सन्त,NN,O
,नियामत,NNP,B-PER
,उल्ला,NNP,I-PER
,वल्ली,NNP,I-PER
,साहब,NN,I-PER
,ले,PLE,O
,लेखे,VBF,O
,का,PKO,O
,हुन्,VBF,O
,।,YF,O
sentence: 159,श्री,NN,O
,उल्ला,NNP,B-PER
,वल्ली,NNP,I-PER
,साहव,NN,I-PER
,को,PKO,O
,ख्याति,NN,O
,जति,DUM,O
,एउ,CD,O
,टा,CL,O
,सन्त,NN,O
,र,CC,O
,ईश्‍वरउपासक,NN,O
,को,PKO,O
,रूप,NN,O
,मा,POP,O
,छ,VBF,O
,त्यसभन्दा,RBM,O
,बढि,JJ,O
,ख्याति,NN,O
,एउ,CD,O
,टा,CL,O
,भविश्य,NN,O
,वक्ता,NN,O
,को,PKO,O
,रूप,NN,O
,मा,POP,O
,छ,VBF,O
,।,YF,O
sentence: 160,यस,DUM,O
,पुस्तक,NN,O
,मा,POP,O
,उन,DUM,O
,ले,PLE,O
,जापान,NNP,B-LOC
,र,CC,O
,रूस,NNP,B-LOC
,मा,POP,O
,लडाई,NN,O
,हुने,VNE,O
,कुरा,NN,O
,पहिले,RBM,O
,नै,RP,O
,बताई,VBF,O
,दिईए,VBF,O
,को,PKO,O
,थियो,VBF,O
,जो,DUM,O
,1904,CD,I-MISC
,मा,POP,O
,घटित,JJ,O
,भयो,VBF,O
,।,YF,O
sentence: 161,जापान,NNP,B-LOC
,मा,POP,O
,भयंकर,JJ,O
,भूकम्प,NN,O
,आउनेछ,VBF,O
,भने,VBF,O
,को,PKO,O
,मा,POP,O
,1923,CD,I-MISC
,मा,POP,O
,भूकम्प,NN,O
,आयो,VBF,O
,।,YF,O
sentence: 162,प्रथम,OD,B-MISC
,विश्‍वयुद्ध,NN,O
,को,PKO,O
,रूपरेखा,NN,O
,दिंदै,VBO,O
,उन,DUM,O
,ले,PLE,O
,अलिफ,NN,O
,र,CC,O
,जिम,NN,O
,(,YB,O
,अंग्रेजी,JJ,O
,र,CC,O
,जर्मनी,NNP,B-LOC
,),YB,O
,नामक,JJ,O
,देश,NN,O
,हरू,HRU,O
,ले,PLE,O
,लडने,VNE,O
,कुरा,NN,O
,बताए,VBF,O
,को,PKO,O
,थियो,VBF,O
,।,YF,O
sentence: 163,द्वितीय,OD,B-MISC
,विश्‍वयुद्ध,NN,O
,मा,POP,O
,वम,NN,O
,विस्फोट,NN,O
,को,PKO,O
,कुरा,NN,O
,पनि,RP,O
,सत्य,JJ,O
,निस्क्यो,VBF,O
,।,YF,O
sentence: 164,अब,RBO,O
,भारत,NNP,B-LOC
,को,PKO,O
,प्रसंग,NN,O
,मा,POP,O
,बल्ली,NNP,B-MISC
,साहब,NN,I-MISC
,ले,PLE,O
,लेखे,VBF,O
,को,PKO,O
,छ,VBF,O
,-,YM,O
,"""",YQ,O
,त्यो,DUM,O
,मुलुक,NN,O
,मुसलमान,NN,O
,को,PKO,O
,हात,NN,O
,बाट,POP,O
,विदेशी,JJ,O
,को,PKO,O
,हात,NN,O
,मा,POP,O
,जानेछ,VBF,O
,।,YF,O
sentence: 165,फेरी,RBM,O
,हिन्दू,NN,O
,र,CC,O
,मुसलमान,NN,O
,मिलेर,VBO,O
,उन,DUM,O
,को,PKO,O
,खिलाफ,NN,O
,लडाई,NN,O
,लडनेछ,VBF,O
,।,YF,O
sentence: 166,बिदेशी,JJ,O
,यहा,RBO,O
,बाट,POP,O
,फर्कि,VBO,O
,जानेछ,VBF,O
,तर,CC,O
,हिन्दुस्तान,NNP,B-LOC
,दुई,CD,I-MISC
,टुक्रा,NN,O
,मा,POP,O
,बाँडिनेछ,VBF,O
,।,YF,O
sentence: 167,दुबै,CD,O
,देश,NN,O
,बन्नेछ,VBF,O
,।,YF,O
sentence: 168,तथा,CC,O
,परस्पर,RBM,O
,मा,POP,O
,शत्रुता,NN,O
,यति,DUM,O
,बढि,VBO,O
,जानेछ,VBF,O
,कि,CS,O
,दुबै,CD,O
,मा,POP,O
,युद्ध,NN,O
,को,PKO,O
,तनाव,NN,O
,तवतक,RBM,O
,बनिरहने,VNE,O
,छ,VBF,O
,जबतक,RBM,O
,मुसलमानी,JJ,O
,भूभाग,NN,O
,पूरा,JJ,O
,तवर्,NN,O
,ले,PLE,O
,पराजित,JJ,O
